0.0,1,-252.21501915645987,67.3547344487192
0.0,2,-1052.533392982793,-1.5797902655993812
0.0,3,-3180.410223837954,-2.2249416796138894
0.0,4,370.17836386395464,-26.29750610482594
0.0,5,-328.2884803148642,-5.370846715559041
0.0,6,-46.85859853755229,24.479113857447274
0.0,7,-208.62231036201894,-116.51018711848803
0.0,8,113.45297863168177,252.9696865566652
0.0,9,-75.90332231732611,-39.80612212276833
0.0,10,827.6177638993527,-1.3404834140591095
1.0,1,170.49427038222842,33.756334463234104
1.0,2,-33.81060853955526,-51.59964425527709
1.0,3,-2587.756635043215,-0.338844163153033
1.0,4,43.63474362478431,12.956976853787419
1.0,5,33.11320443876261,0.17905648171554964
1.0,6,492.9998075363633,-2.6994787360756054
1.0,7,364.61357309179476,-2.1969398972234075
1.0,8,-117.85444467850854,-0.10864107709242445
1.0,9,-332.8866598019324,-12.792982839206445
1.0,10,980.8307605781042,-1.6456539055524595
