0.0,1,221.84947852777725,-309.7114607539725
0.0,2,-175.80169833860216,-115.01449088385309
0.0,3,707.5103301608556,437.0687154187566
0.0,4,620.1448866351259,-457.7716140145453
0.0,5,-1243.6973065724897,-1.4527615947782184
0.0,6,734.4573538957648,450.762292760785
0.0,7,814.9883099315931,440.78355999671993
0.0,8,876.7644685639013,463.27568145871345
0.0,9,414.7529051883184,-98.96758542403023
0.0,10,884.3689199669515,-403.91783456070095
1.0,1,47.16100768064555,-424.1717724526821
1.0,2,-575.6323937730872,-501.31945365428163
1.0,3,733.4593760357709,429.6026000736478
1.0,4,600.9118507921365,-473.538663180318
1.0,5,-12.424641250896233,65.04853066548878
1.0,6,675.019152765658,423.49922416891934
1.0,7,883.7980702215582,469.60199661789466
1.0,8,179.87287423667885,249.81955198417745
1.0,9,592.6983095787912,-410.70029579161354
1.0,10,31.830673060014018,-146.40906572560866
2.0,1,302.165224639798,346.78045430156874
2.0,2,-263.2586458701187,-293.342419251702
2.0,3,724.5449436269678,422.38374729102037
2.0,4,485.7308387487855,-401.02823294964617
2.0,5,493.93830136285277,312.4444497281034
2.0,6,844.7640844266978,473.4749077809568
2.0,7,-2791.758381367819,-1.8068631218635594
2.0,8,770.5579482360024,440.45955447753755
2.0,9,114.30203063398253,-14.151995174360557
2.0,10,657.903929768851,-334.91500881764273
3.0,1,-17.280390013822416,7.301112447617805
3.0,2,-585.0628298999774,-477.26061956143934
3.0,3,721.9958431377299,421.51571346779565
3.0,4,616.1952508043112,-483.78704321088014
3.0,5,94.98721226311726,-49.61045331469697
3.0,6,-73.1679659381934,-151.72690507736706
3.0,7,374.5169953910693,103.28916869283951
3.0,8,709.0811709241294,-421.28913325782383
3.0,9,102.17625052135668,16.909122589367563
3.0,10,761.3361359468851,352.4761901386012
4.0,1,-121.50159735898423,-107.85482606912895
4.0,2,-50.71551515540411,-56.01587860765169
4.0,3,538.2993005042322,375.17798533788203
4.0,4,661.233075549729,-497.8873196892635
4.0,5,670.2349890930014,-305.0517381458774
4.0,6,594.5655114850284,424.6492966637286
4.0,7,165.70333781982467,1005.295410134238
4.0,8,681.8404039252875,-412.52098106521663
4.0,9,799.2523720355252,418.39422701520897
4.0,10,819.6337659252852,373.82261911603473
5.0,1,100.32977687761816,-284.45279337069314
5.0,2,-1549.090244698958,-1550.1512875187932
5.0,3,487.59902222733746,-92.45292851675455
5.0,4,606.3540651278745,-463.3235549956737
5.0,5,55.460250269683776,-40.96681248105866
5.0,6,-281.7535122457642,187.3421763111003
5.0,7,52.55440872138653,-79.76203303750734
5.0,8,863.1877006996136,491.49083839865574
5.0,9,682.2323951836779,373.79386373456344
5.0,10,893.2831511303889,425.29699046925407
6.0,1,183.72521256267177,385.8200047070992
6.0,2,-102.98707500084197,-203.71942746346178
6.0,3,634.9323346860008,377.3127464925882
6.0,4,572.3870640658473,-481.22811657541223
6.0,5,-382.4421302987575,-502.97660124642465
6.0,6,874.979549689704,493.0575128298757
6.0,7,-351.5024499542763,-315.3953246229912
6.0,8,608.1740298541856,408.28597224709665
6.0,9,-281.87239514656073,334.6959278687049
6.0,10,1773.5828796614637,43.73689089931691
7.0,1,-492.64543402588794,192.77874676458634
7.0,2,-676.003325324781,-678.7014357520609
7.0,3,670.2960357947563,399.2978848190131
7.0,4,583.58928657433,-465.98493955402046
